"id","mqtl_name","chromosome","trait","parameter","category","position_interval","parsed_start","parsed_end","inferred_unit","reason","reference","doi","source_file","needs_review"
"M01319","3A-II","3A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","644.8-651.89",644.8,651.89,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01320","3A-III","3A","Morphological traits","Flag leaf length, Flag leaf area","Morphological","711.4-722.63",711.4,722.63,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01321","3B-I","3B","Morphological traits","Flag leaf length, Flag leaf area","Morphological","1.39-7.14",1.39,7.14,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01322","3B-II","3B","Morphological traits","Flag leaf width","Morphological","23.14-24.43",23.14,24.43,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01323","4A-I","4A","Morphological traits","Flag leaf length, Flag leaf area","Morphological","1.73-11.32",1.73,11.32,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01324","4A-II","4A","Morphological traits","Flag leaf length, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","24.76-29.06",24.76,29.06,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01325","4A-III","4A","Morphological traits","Flag leaf length, Flag leaf width","Morphological","602.37-612.66",602.37,612.66,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01326","4B-I","4B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","15.77-25.83",15.77,25.83,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01327","4B-II","4B","Morphological traits","Flag leaf length, Flag leaf ratio (FLL/FLW)","Morphological","629.25-630.47",629.25,630.47,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01328","4D-I","4D","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","25.44-32.22",25.44,32.22,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01329","5A-I","5A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","21-29.51",21,29.51,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01330","5A-II","5A","Morphological traits","Flag leaf width, Flag leaf area","Morphological","440.65-450.16",440.65,450.16,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01331","5A-III","5A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf ratio (FLL/FLW)","Morphological","535.7-540.61",535.7,540.61,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01332","5A-IV","5A","Morphological traits","Flag leaf length, Flag leaf ratio (FLL/FLW)","Morphological","581.48-591.32",581.48,591.32,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01333","5A-V","5A","Morphological traits","Flag leaf length, Flag leaf ratio (FLL/FLW)","Morphological","692.06-702.17",692.06,702.17,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01334","5B-I","5B","Morphological traits","Flag leaf width, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","21.18-29.37",21.18,29.37,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01335","5B-II","5B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf ratio (FLL/FLW)","Morphological","475.7-486.08",475.7,486.08,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01336","5B-III","5B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","527.06-534.36",527.06,534.36,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01337","5B-IV","5B","Morphological traits","Flag leaf width","Morphological","555.01-558.42",555.01,558.42,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01338","5B-V","5B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf ratio (FLL/FLW)","Morphological","569.55-576.57",569.55,576.57,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01339","5B-VI","5B","Morphological traits","Flag leaf width, Flag leaf area","Morphological","595.12-605.52",595.12,605.52,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01340","5B-VII","5B","Morphological traits","Flag leaf length, Flag leaf area","Morphological","683.14-696.49",683.14,696.49,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01341","5D-I","5D","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","314.85-319.22",314.85,319.22,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01342","6A-I","6A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","537.68-549.52",537.68,549.52,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01343","6B-I","6B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","63.2-73.54",63.2,73.54,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01344","6B-II","6B","Morphological traits","Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","114.71-124.1",114.71,124.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01345","6B-III","6B","Morphological traits","Flag leaf width, Flag leaf area","Morphological","576.85-582.38",576.85,582.38,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01346","6D-I","6D","Morphological traits","Flag leaf length","Morphological","1.77-3.5",1.77,3.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01347","7A-I","7A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","1.38-3.91",1.38,3.91,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01348","7A-II","7A","Morphological traits","Flag leaf length","Morphological","248.22-255.89",248.22,255.89,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01349","7A-III","7A","Morphological traits","Flag leaf length, Flag leaf width","Morphological","537.06-546.04",537.06,546.04,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01350","7A-IV","7A","Morphological traits","Flag leaf length, Flag leaf width","Morphological","612.38-619.88",612.38,619.88,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01351","7A-V","7A","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf area","Morphological","672.03-679.9",672.03,679.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01352","7B-I","7B","Morphological traits","Flag leaf length, Flag leaf width, Flag leaf ratio (FLL/FLW)","Morphological","148.22-158.08",148.22,158.08,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01353","7B-II","7B","Morphological traits","Flag leaf length, Flag leaf width","Morphological","639.19-648.92",639.19,648.92,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01354","7B-III","7B","Morphological traits","Flag leaf length","Morphological","693-701.42",693,701.42,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01355","7D-I","7D","Morphological traits","Flag leaf length, Flag leaf area, Flag leaf ratio (FLL/FLW)","Morphological","92.25-100.75",92.25,100.75,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01356","7D-II","7D","Morphological traits","Flag leaf width","Morphological","217.93-223.04",217.93,223.04,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-024-04802-x","MQTL_all traitsV3.0_final",FALSE
"M01357","MQTL-3","1B","Morphological trait","Flag leaf angle","Morphological","37.94–38.06",37.94,38.06,"cM","all values < 1000 -> cM",NA,"https://doi.org/10.1371/journal.pone.0276602.","MQTL_all traitsV3.0_final",FALSE
"M01358","MQTL- 31","4D","Morphological trait","Flag leaf angle","Morphological","29.82–30.71",29.82,30.71,"cM","all values < 1000 -> cM",NA,"https://doi.org/10.1371/journal.pone.0276602.","MQTL_all traitsV3.0_final",FALSE
"M01359","MQTL- 41","5B","Morphological trait","Flag leaf angle","Morphological","59.63–60.22",59.63,60.22,"cM","all values < 1000 -> cM",NA,"https://doi.org/10.1371/journal.pone.0276602.","MQTL_all traitsV3.0_final",FALSE
"M01360","MQTL1A.2","1A","Grain Morphology",NA,"Morphological","30.4–31.3",30.4,31.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01361","MQTL1A.3","1A","Grain Morphology",NA,"Morphological","39.1–40.2",39.1,40.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01362","MQTL1A.5","1A","Grain Morphology",NA,"Morphological","48.7–49.0",48.7,49,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01363","MQTL1A.7","1A","Grain Morphology",NA,"Morphological","51.9–52.5",51.9,52.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01364","MQTL1A.8","1A","Grain Morphology",NA,"Morphological","58.8–58.9",58.8,58.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01365","MQTL1B.2","1B","Grain Morphology",NA,"Morphological","48.2–50.1",48.2,50.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01366","MQTL1B.3","1B","Grain Morphology",NA,"Morphological","77.3–77.9",77.3,77.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01367","MQTL1B.4","1B","Grain Morphology",NA,"Morphological","88.9–89.6",88.9,89.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01368","MQTL1B.5","1B","Grain Morphology",NA,"Morphological","93.0–93.2",93,93.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01369","MQTL1B.6","1B","Grain Morphology",NA,"Morphological","95.7–96.1",95.7,96.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01370","MQTL1B.7","1B","Grain Morphology",NA,"Morphological","103.4–104.6",103.4,104.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01371","MQTL1B.8","1B","Grain Morphology",NA,"Morphological","114.3–114.5",114.3,114.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01372","MQTL1D.2","1D","Grain Morphology",NA,"Morphological","70.4–70.9",70.4,70.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01373","MQTL2A.1","2A","Grain Morphology",NA,"Morphological","122.3–123.2",122.3,123.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01374","MQTL2A.2","2A","Grain Morphology",NA,"Morphological","142.7–143.7",142.7,143.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01375","MQTL2A.3","2A","Grain Morphology",NA,"Morphological","151.1–153.0",151.1,153,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01376","MQTL2A.5","2A","Grain Morphology",NA,"Morphological","162.1–162.2",162.1,162.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01377","MQTL2A.6","2A","Grain Morphology",NA,"Morphological","162.6–163.1",162.6,163.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01378","MQTL2A.7","2A","Grain Morphology",NA,"Morphological","187.1–187.3",187.1,187.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01379","MQTL2B.1","2B","Grain Morphology",NA,"Morphological","72.5–73.4",72.5,73.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01380","MQTL2B.2","2B","Grain Morphology",NA,"Morphological","83.2–84.5",83.2,84.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01381","MQTL2B.3","2B","Grain Morphology",NA,"Morphological","102.6–",102.6,102.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01382","MQTL2B.4","2B","Grain Morphology",NA,"Morphological","114.4–114.9",114.4,114.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01383","MQTL2B.5","2B","Grain Morphology",NA,"Morphological","118.1–118.3",118.1,118.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01384","MQTL2B.6","2B","Grain Morphology",NA,"Morphological","126.6–127.3",126.6,127.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01385","MQTL2D.2","2D","Grain Morphology",NA,"Morphological","6.8–7.4",6.8,7.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01386","MQTL2D.4","2D","Grain Morphology",NA,"Morphological","59.5–61.3",59.5,61.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01387","MQTL2D.5","2D","Grain Morphology",NA,"Morphological","67.7–68.1",67.7,68.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01388","MQTL2D.6","2D","Grain Morphology",NA,"Morphological","76.4–76.8",76.4,76.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01389","MQTL2D.7","2D","Grain Morphology",NA,"Morphological","89.8–90.6",89.8,90.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01390","MQTL2D.8","2D","Grain Morphology",NA,"Morphological","100.1–100.1",100.1,100.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01391","MQTL3A.1","3A","Grain Morphology",NA,"Morphological","40.1–40.5",40.1,40.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01392","MQTL3A.3","3A","Grain Morphology",NA,"Morphological","52.6–54.9",52.6,54.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01393","MQTL3A.4","3A","Grain Morphology",NA,"Morphological","68.2–68.7",68.2,68.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01394","MQTL3A.5","3A","Grain Morphology",NA,"Morphological","71.8–72.4",71.8,72.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01395","MQTL3A.6","3A","Grain Morphology",NA,"Morphological","78.1–79.6",78.1,79.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01396","MQTL3A.7","3A","Grain Morphology",NA,"Morphological","89.7–90.4",89.7,90.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01397","MQTL3B.1","3B","Grain Morphology",NA,"Morphological","82.9–83.3",82.9,83.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01398","MQTL3B.2","3B","Grain Morphology",NA,"Morphological","90.0–91.1",90,91.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01399","MQTL3B.3","3B","Grain Morphology",NA,"Morphological","96.3–98.4",96.3,98.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01400","MQTL3B.4","3B","Grain Morphology",NA,"Morphological","105.7–106.5",105.7,106.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01401","MQTL3B.5","3B","Grain Morphology",NA,"Morphological","115.0–115.2",115,115.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01402","MQTL3B.6","3B","Grain Morphology",NA,"Morphological","119.9–",119.9,119.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01403","MQTL3D.1","3D","Grain Morphology",NA,"Morphological","1.3–2.2",1.3,2.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01404","MQTL4A.1","4A","Grain Morphology",NA,"Morphological","73.7–74.5",73.7,74.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01405","MQTL4A.3","4A","Grain Morphology",NA,"Morphological","201.9–202.2",201.9,202.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01406","MQTL4A.4","4A","Grain Morphology",NA,"Morphological","208.5–209.3",208.5,209.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01407","MQTL4A.5","4A","Grain Morphology",NA,"Morphological","221.6–221.7",221.6,221.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01408","MQTL4B.1","4B","Grain Morphology",NA,"Morphological","23.1–23.5",23.1,23.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01409","MQTL4B.2","4B","Grain Morphology",NA,"Morphological","34.4–35.2",34.4,35.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01410","MQTL4B.6","4B","Grain Morphology",NA,"Morphological","56.4–56.6",56.4,56.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01411","MQTL4B.8","4B","Grain Morphology",NA,"Morphological","74.5–74.5",74.5,74.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01412","MQTL4D.2","4D","Grain Morphology",NA,"Morphological","27.6–28.9",27.6,28.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01413","MQTL4D.6","4D","Grain Morphology",NA,"Morphological","84.17–84.51",84.17,84.51,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01414","MQTL4D.7","4D","Grain Morphology",NA,"Morphological","92.4–93.1",92.4,93.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01415","MQTL4D.9","4D","Grain Morphology",NA,"Morphological","102.9–104.2",102.9,104.2,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01416","MQTL5A.1","5A","Grain Morphology",NA,"Morphological","61.4–62.1",61.4,62.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01417","MQTL5A.2","5A","Grain Morphology",NA,"Morphological","110.9–111.4",110.9,111.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01418","MQTL5A.3","5A","Grain Morphology",NA,"Morphological","135.0–135.8",135,135.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01419","MQTL5A.4","5A","Grain Morphology",NA,"Morphological","175.5–176.1",175.5,176.1,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01420","MQTL5B.1","5B","Grain Morphology",NA,"Morphological","34.5–36.6",34.5,36.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01421","MQTL5B.2","5B","Grain Morphology",NA,"Morphological","82.1–82.5",82.1,82.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01422","MQTL5B.4","5B","Grain Morphology",NA,"Morphological","93.7–93.9",93.7,93.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01423","MQTL5B.5","5B","Grain Morphology",NA,"Morphological","97.9–98.4",97.9,98.4,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01424","MQTL5B.6","5B","Grain Morphology",NA,"Morphological","100.6–",100.6,100.6,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01425","MQTL5B.7","5B","Grain Morphology",NA,"Morphological","106.5–107.3",106.5,107.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01426","MQTL5B.8","5B","Grain Morphology",NA,"Morphological","134.0–134.3",134,134.3,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01429","MQTL6A.1","6A","Grain Morphology",NA,"Morphological","98.3–98.8",98.3,98.8,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01430","MQTL6A.2","6A","Grain Morphology",NA,"Morphological","108.9–109.7",108.9,109.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01431","MQTL6A.3","6A","Grain Morphology",NA,"Morphological","150.2–151.5",150.2,151.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01432","MQTL6B.2","6B","Grain Morphology",NA,"Morphological","99.4–100.7",99.4,100.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
"M01433","MQTL6B.3","6B","Grain Morphology",NA,"Morphological","105.2–107.0",105.2,107,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/S00122-021-04018-3/","MQTL_all traitsV3.0_final",FALSE
