id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E00598,Triticum aestivum,Drought tolerance,harvest index,,,,,2A,10,chr2A_13116498-chr2A_17405760,,7D,5,chr7D_5347901-chr7D_8088712,10.871,1.7716,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00599,Triticum aestivum,Drought tolerance,harvest index,,,,,2A,80,chr2A_565323821-chr2A_586905185,,7D,110,chr7D_580885533-chr7D_596999236,10.2924,1.4083,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00600,Triticum aestivum,Drought tolerance,harvest index,,,,,2B,65,chr2B_184326512-chr2B_184378679,,3B,35,chr3B_499455062-chr3B_492745026,12.1286,5.1427,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00601,Triticum aestivum,Drought tolerance,plant height,,,,,1A,20,chr1A_504089876-chr1A_512475885,,2B,125,chr2B_752483215-chr2B_771809567,11.3281,1.6726,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00602,Triticum aestivum,Drought tolerance,plant height,,,,,1B,10,chr1B_3213121-chr1B_6473917,,2B,145,chr2B_800234376-chr2B_800188566,10.3618,1.8339,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00603,Triticum aestivum,Drought tolerance,plant height,,,,,2B,5,chr2B_5321166-chr2B_1239711,,2D,0,chr2D_682149-chr2D_2683386,10.1809,1.6876,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00604,Triticum aestivum,Drought tolerance,plant height,,,,,2A,5,chr2A_9954814-chr2A_13116354,,2D,15,chr2D_12415822-chr2D_14943940,10.9344,1.8298,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00605,Triticum aestivum,Drought tolerance,plant height,,,,,2D,60,chr2D_21555266-chr2D_41428274,,2D,120,chr2D_447252920-chr2D_545511580,10.0702,1.4547,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00606,Triticum aestivum,Drought tolerance,plant height,,,,,1B,65,chr1B_540346553-chr1B_556432841,,3B,30,chr3B_474767074-chr3B_476593055,10.2213,1.6915,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00607,Triticum aestivum,Drought tolerance,plant height,,,,,2A,25,chr2A_745016668-chr2A_754345906,,3B,80,chr3B_756611174-chr3B_756613889,13.6501,2.1824,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00608,Triticum aestivum,Drought tolerance,plant height,,,,,1D,10,chr1D_5730208-chr1D_7839161,,3D,5,chr3D_23877742-chr3D_29880187,10.7401,1.5665,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00609,Triticum aestivum,Drought tolerance,plant height,,,,,1A,50,chr1A_545853160-chr1A_545892458,,3D,60,chr3D_588202832-chr3D_590806180,10.7772,1.6782,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00610,Triticum aestivum,Drought tolerance,plant height,,,,,2A,0,chr2A_608006397-chr1D_2510554,,4A,80,chr4A_639058479-chr4A_641357261,10.1663,1.648,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00611,Triticum aestivum,Drought tolerance,plant height,,,,,3A,60,chr3A_691340003-chr3A_701350296,,4A,85,chr4A_685739757-chr4A_683784629,12.1434,1.7723,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00612,Triticum aestivum,Drought tolerance,plant height,,,,,2D,125,chr2D_447252920-chr2D_545511580,,4A,130,chr4A_708557954-chr4A_705718526,10.3026,1.5953,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00613,Triticum aestivum,Drought tolerance,plant height,,,,,1B,115,chr1B_660464558-chr1B_660745229,,4B,5,chr4B_644973890-chr4B_648063342,10.2374,1.7379,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00614,Triticum aestivum,Drought tolerance,plant height,,,,,1A,45,chr1A_541978057-chr1A_543780843,,5A,15,chr5A_578449873-chr5A_598638693,13.3556,2.004,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00615,Triticum aestivum,Drought tolerance,plant height,,,,,3D,20,chr3D_565181735-chr3D_565205937,,5A,20,chr5A_578449873-chr5A_598638693,12.7498,2.1084,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00616,Triticum aestivum,Drought tolerance,plant height,,,,,2A,30,chr2A_754712941-chr2A_755068015,,5A,80,chr5A_680235142-chr5A_681251635,10.5363,1.748,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00617,Triticum aestivum,Drought tolerance,plant height,,,,,4A,55,chr4A_612531321-chr4A_613396527,,5A,80,chr5A_680235142-chr5A_681251635,10.2152,1.7015,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00618,Triticum aestivum,Drought tolerance,plant height,,,,,1B,15,chr1B_9800079-chr1B_9581760,,5B,5,chr5B_753941-chr5B_8055650,10.5812,1.7272,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00619,Triticum aestivum,Drought tolerance,plant height,,,,,3B,25,chr3B_819747547-chr3B_818336545,,5B,50,chr5B_75220656-chr5B_84798682,11.382,1.8857,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00620,Triticum aestivum,Drought tolerance,plant height,,,,,4A,55,chr4A_612531321-chr4A_613396527,,5B,35,chr5B_669588875-chr5B_680234342,12.5582,1.9144,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00621,Triticum aestivum,Drought tolerance,plant height,,,,,5B,0,chr5B_601420264-chr5B_606299994,,5D,45,chr5D_374257292-chr5D_400410614,10.5922,1.6819,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00622,Triticum aestivum,Drought tolerance,plant height,,,,,3B,5,chr3B_803849135-chr3B_804397668,,6A,20,chr6A_13893583-chr6A_16388807,11.2043,1.8346,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00623,Triticum aestivum,Drought tolerance,plant height,,,,,2B,35,chr2B_35320841-chr2B_42242271,,6A,35,chr6A_574253510-chr6A_583269008,10.9639,1.5193,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00624,Triticum aestivum,Drought tolerance,plant height,,,,,2A,90,chr2A_684122587-chr2A_691116258,,6A,60,chr6A_595184239-chr6A_600279898,10.1498,1.6242,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00625,Triticum aestivum,Drought tolerance,plant height,,,,,6B,5,chr6B_122491939-chr6B_123376316,,6D,25,chr6D_16203913-chr6D_19412836,14.6711,2.276,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00626,Triticum aestivum,Drought tolerance,plant height,,,,,2D,40,chr2D_21555266-chr2D_41428274,,7A,30,chr7A_31997375-chr7A_32018142,10.5281,1.7113,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00627,Triticum aestivum,Drought tolerance,plant height,,,,,6B,105,chr6B_688033393-chr6B_696923857,,7A,90,chr7A_91496317-chr7A_586312006,13.3931,1.7427,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00628,Triticum aestivum,Drought tolerance,plant height,,,,,5D,10,chr5D_556005725-chr5D_558974926,,7B,30,chr7B_601468044-chr7B_608303345,12.5574,1.9935,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00629,Triticum aestivum,Drought tolerance,kernels spike-1,,,,,1B,0,chr1B_17146000-chr1B_17145999,,2A,100,chr2A_705790851-chr2A_719525996,11.4363,1.908,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00630,Triticum aestivum,Drought tolerance,kernels spike-1,,,,,1B,35,chr1B_25327828-chr1B_40302960,,5B,20,chr5B_622544850-chr5B_659665940,10.0676,1.7138,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00631,Triticum aestivum,Drought tolerance,kernels spike-1,,,,,4D,15,chr4D_467639736-chr4D_480514255,,6D,0,chr6D_2486014-chr6D_70342,10.3527,2.0453,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00632,Triticum aestivum,Drought tolerance,kernels spike-1,,,,,5B,50,chr5B_681383346-chr5B_691461070,,7A,30,chr7A_31997375-chr7A_32018142,15.1093,2.302,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00633,Triticum aestivum,Drought tolerance,single culm weight,,,,,2B,35,chr2B_35320841-chr2B_42242271,,1A,10,chr1A_563319769-chr7A_699006046,10.7532,2.4683,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00634,Triticum aestivum,Drought tolerance,single head dry weight,,,,,2B,40,chr2B_35320841-chr2B_42242271,,4B,0,chr4B_637464489-chr4B_637351954,10.9504,2.1934,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00635,Triticum aestivum,Drought tolerance,single head dry weight,,,,,4D,10,chr4D_438112013-chr4D_467639736,,6A,0,chr6A_5233761-chr6A_5296425,11.385,2.3661,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00636,Triticum aestivum,Drought tolerance,single head dry weight,,,,,6D,5,chr6D_7168107-chr1D_4643750,,6B,90,chr6B_682311248-chr6B_682560368,12.063,2.2507,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00637,Triticum aestivum,Drought tolerance,single head dry weight,,,,,3B,75,chr3B_741968043-chr3B_747080379,,7A,60,chr7A_55923153-chr7A_55930688,12.4189,2.3867,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00638,Triticum aestivum,Drought tolerance,single head dry weight,,,,,5B,65,chr5B_437990363-chr5B_439722923,,7B,45,chr7B_649463084-chr7B_654700715,10.1445,2.1358,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00639,Triticum aestivum,Drought tolerance,single head dry weight,,,,,5B,60,chr5B_699730367-chr5B_693907009,,7D,100,chr7D_580885533-chr7D_596999236,10.6077,1.8235,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00640,Triticum aestivum,Drought tolerance,single head dry weight,,,,,6B,0,chr6B_195536-chr6B_3582946,,7D,160,chr7D_635868283-chr7D_634092040,11.7261,2.2817,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00641,Triticum aestivum,Drought tolerance,spikes m-2,,,,,2D,20,chr2D_606085681-chr2D_601966666,,6A,0,chr6A_39180994-chr6A_39207975,10.2822,2.4128,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00642,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1B,10,chr1B_3213121-chr1B_6473917,,2A,85,chr2A_673026987-chr2A_679842556,12.8683,1.6101,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00643,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1B,15,chr1B_9800079-chr1B_9581760,,2A,0,chr2A_735744179-chr2A_735570356,12.5164,1.6358,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00644,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,2A,5,chr2A_739438982-chr2A_740094646,,2A,10,chr2A_744368595-chr2A_745016668,14.1301,1.614,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
E00645,Triticum aestivum,Drought tolerance,thousand kernel weight,,,,,1B,0,chr1B_17146000-chr1B_17145999,,2B,45,chr2B_57246450-chr2B_65095965,10.6058,1.4351,"Wang, Z., Dhakal, S., Cerit, M., Wang, S., Rauf, Y., Yu, S., Maulana, F., Huang, W., Anderson, J.D., Ma, X.F. and Rudd, J.C., 2022. QTL mapping of yield components and kernel traits in wheat cultivars TAM 112 and Duster. Frontiers in Plant Science, 13, p.1057701.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1057701/full,Epistatic QTLs_v3.0
