gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS3D02G339700,3D,D,452953772,452956413,2,triad,56.81
TraesCS3D02G339800,3D,D,453096508,453099107,2,triad,44.88
TraesCS3D02G339900,3D,D,453128007,453129085,2,triad,62.65
TraesCS3D02G340000,3D,D,453629269,453630785,2,triad,54.05
TraesCS3D02G340100,3D,D,453983326,453985743,2,triad,59.35
TraesCS3D02G340200,3D,D,453990693,453994040,2,triad,48.78
TraesCS3D02G340300,3D,D,453998022,454003000,2,triad,42.52
TraesCS3D02G340400,3D,D,454150508,454155503,2,triad,54.88
TraesCS3D02G340500,3D,D,454218984,454221087,1,partial,57.75
TraesCS3D02G340700,3D,D,454231087,454236515,2,triad,42.53
TraesCS3D02G340800,3D,D,454494698,454495355,1,partial,58.36
TraesCS3D02G340900,3D,D,454497834,454499945,2,triad,57.01
TraesCS3D02G341000,3D,D,454500735,454501055,2,triad,51.09
TraesCS3D02G341100,3D,D,454508319,454511000,2,triad,60.1
TraesCS3D02G341200,3D,D,454670252,454675568,2,triad,44.29
TraesCS3D02G341300,3D,D,454676823,454677681,2,triad,61.23
TraesCS3D02G341400,3D,D,454690272,454696059,2,triad,43.78
TraesCS3D02G341500,3D,D,454696429,454701372,2,triad,44.09
TraesCS3D02G341600,3D,D,454745734,454748031,2,triad,61.18
TraesCS3D02G341700,3D,D,454756651,454757544,2,triad,64.54
TraesCS3D02G341800,3D,D,454890806,454893969,2,triad,56.29
TraesCS3D02G341900,3D,D,454894416,454896617,2,triad,45.05
TraesCS3D02G342000,3D,D,454903995,454904615,2,triad,72.95
TraesCS3D02G342100,3D,D,454979935,454981587,2,triad,57.71
TraesCS3D02G342200,3D,D,455011293,455013098,2,triad,55.65
TraesCS3D02G342300,3D,D,455014922,455015134,0,singleton,50.7
TraesCS3D02G342400,3D,D,455036989,455037405,2,triad,60.91
TraesCS3D02G342500,3D,D,455042508,455043327,0,singleton,58.41
TraesCS3D02G342600,3D,D,455046239,455047718,2,triad,47.36
TraesCS3D02G342700,3D,D,455051348,455056736,2,triad,43.07
TraesCS3D02G342800,3D,D,455106039,455106998,2,triad,61.15
TraesCS3D02G342900,3D,D,455593964,455596631,2,triad,47.19
TraesCS3D02G343000,3D,D,455597297,455599129,2,triad,65.74
ENSRNA050008376,3D,D,455600647,455600718,0,singleton,55.56
ENSRNA050008378,3D,D,455601162,455601233,0,singleton,55.56
TraesCS3D02G343100,3D,D,455715776,455716958,2,triad,71.06
TraesCS3D02G343200,3D,D,455720544,455721224,2,triad,57.12
TraesCS3D02G343300,3D,D,455753195,455754704,0,singleton,62.58
TraesCS3D02G343400,3D,D,455853331,455863136,2,triad,46.33
TraesCS3D02G343500,3D,D,455863900,455866801,2,triad,59.48
TraesCS3D02G343600,3D,D,455864674,455864913,2,triad,66.67
TraesCS3D02G343700,3D,D,455869617,455870785,2,triad,63.73
TraesCS3D02G343800,3D,D,455871399,455875458,2,triad,47.46
TraesCS3D02G343900,3D,D,455875950,455879763,2,triad,46.83
TraesCS3D02G344000,3D,D,455880552,455882255,2,triad,57.92
TraesCS3D02G344100,3D,D,455952271,455957018,2,triad,41.6
TraesCS3D02G344200,3D,D,456008236,456010853,2,triad,51.45
ENSRNA050019942,3D,D,456016004,456016135,0,singleton,43.94
ENSRNA050019939,3D,D,456018181,456018328,0,singleton,49.32
ENSRNA050019940,3D,D,456020214,456020361,0,singleton,50.0
ENSRNA050019937,3D,D,456021195,456021342,0,singleton,48.65
ENSRNA050019938,3D,D,456022922,456023067,0,singleton,44.52
ENSRNA050019941,3D,D,456089157,456089328,0,singleton,42.44
TraesCS3D02G344300,3D,D,456091098,456092720,0,singleton,68.95
TraesCS3D02G344400,3D,D,456096734,456103316,2,triad,56.1
TraesCS3D02G344500,3D,D,456317643,456318671,2,triad,63.36
TraesCS3D02G344600,3D,D,456534317,456534958,2,triad,67.29
TraesCS3D02G344700,3D,D,456592976,456596432,2,triad,44.75
TraesCS3D02G344800,3D,D,456596544,456598499,2,triad,63.6
TraesCS3D02G344900,3D,D,456628525,456631374,0,singleton,40.53
TraesCS3D02G345000,3D,D,456632103,456635858,2,triad,43.61
TraesCS3D02G345100,3D,D,456641265,456643313,2,triad,61.15
TraesCS3D02G345200,3D,D,456646179,456648153,2,triad,64.51
TraesCS3D02G345300,3D,D,456654869,456655609,1,partial,69.77
TraesCS3D02G345400,3D,D,456908345,456912279,2,triad,43.75
TraesCS3D02G345500,3D,D,457018710,457024515,2,triad,43.51
TraesCS3D02G345600,3D,D,457030417,457033763,2,triad,54.88
TraesCS3D02G345700,3D,D,457091474,457096291,2,triad,45.21
TraesCS3D02G345800,3D,D,457229870,457232175,2,triad,67.09
TraesCS3D02G345900,3D,D,457232359,457235710,2,triad,46.24
TraesCS3D02G346000,3D,D,457397225,457401330,1,partial,45.01
TraesCS3D02G346100,3D,D,457401627,457402749,2,triad,59.66
TraesCS3D02G346200,3D,D,457403042,457407113,2,triad,45.7
TraesCS3D02G346300,3D,D,457408771,457410170,2,triad,56.79
TraesCS3D02G346400,3D,D,457410569,457414605,2,triad,38.44
TraesCS3D02G346500,3D,D,457554464,457558725,2,triad,47.96
TraesCS3D02G346600,3D,D,458175957,458182013,2,triad,54.42
TraesCS3D02G346700,3D,D,458303374,458306031,2,triad,46.61
TraesCS3D02G346800,3D,D,458359177,458359602,0,singleton,52.35
TraesCS3D02G346900,3D,D,458613903,458623873,2,triad,39.88
TraesCS3D02G347000,3D,D,458624044,458626934,2,triad,46.25
TraesCS3D02G347100,3D,D,458627769,458629404,2,triad,46.21
TraesCS3D02G347200,3D,D,458883681,458885984,1,partial,46.18
TraesCS3D02G347300,3D,D,459068163,459073516,2,triad,40.38
TraesCS3D02G347400,3D,D,459091442,459092138,2,triad,57.68
TraesCS3D02G347500,3D,D,459159864,459160013,1,partial,63.33
TraesCS3D02G347600,3D,D,459194727,459194876,2,triad,61.33
TraesCS3D02G347700,3D,D,459208469,459217971,2,triad,40.97
ENSRNA050008446,3D,D,459221558,459221630,0,singleton,58.9
TraesCS3D02G347800,3D,D,459222729,459225801,2,triad,44.35
TraesCS3D02G347900,3D,D,459463128,459467853,2,triad,51.76
TraesCS3D02G348000,3D,D,459467646,459472000,2,triad,43.01
TraesCS3D02G348100,3D,D,459478179,459479813,2,triad,61.59
TraesCS3D02G348200,3D,D,459878504,459879156,0,singleton,59.11
TraesCS3D02G348300,3D,D,459880507,459895692,2,triad,41.74
TraesCS3D02G348400,3D,D,460179523,460182293,2,triad,65.5
TraesCS3D02G348500,3D,D,460250245,460252186,0,singleton,54.93
TraesCS3D02G348600,3D,D,460258562,460259231,2,triad,59.25
TraesCS3D02G348800,3D,D,460412941,460422449,2,triad,42.54
TraesCS3D02G348700,3D,D,460414403,460415708,2,triad,50.08
TraesCS3D02G348900,3D,D,460438026,460439641,2,triad,61.14
TraesCS3D02G349000,3D,D,460441254,460442936,1,partial,50.09
TraesCS3D02G349100,3D,D,460444831,460447754,2,triad,44.39
TraesCS3D02G349200,3D,D,460496872,460500228,2,triad,44.8
TraesCS3D02G349300,3D,D,460500291,460500917,2,triad,62.84
TraesCS3D02G349400,3D,D,460931195,460932401,2,triad,52.69
TraesCS3D02G349500,3D,D,460936713,460948037,2,triad,50.41
TraesCS3D02G349600,3D,D,461019533,461019796,2,triad,73.11
TraesCS3D02G349700,3D,D,461199491,461201659,2,triad,54.86
TraesCS3D02G349800,3D,D,461203709,461208574,2,triad,45.85
TraesCS3D02G349900,3D,D,461211602,461213685,2,triad,44.0
TraesCS3D02G350000,3D,D,461307624,461311845,2,triad,42.37
TraesCS3D02G350100,3D,D,461313111,461313719,2,triad,73.73
TraesCS3D02G350200,3D,D,461426177,461426797,2,triad,70.37
TraesCS3D02G350300,3D,D,461588788,461589060,0,singleton,59.34
TraesCS3D02G350400,3D,D,461661766,461664794,2,triad,43.97
TraesCS3D02G350500,3D,D,461665419,461668822,2,triad,48.68
TraesCS3D02G350700,3D,D,461951183,461952478,2,triad,53.16
TraesCS3D02G350800,3D,D,461954930,461959124,2,triad,59.14
TraesCS3D02G350900,3D,D,462072118,462074162,2,triad,60.29
TraesCS3D02G351000,3D,D,462202826,462204930,0,singleton,59.1
TraesCS3D02G351100,3D,D,462233448,462236025,2,triad,43.56
TraesCS3D02G351200,3D,D,462236429,462238837,2,triad,54.13
TraesCS3D02G351300,3D,D,462246218,462246628,1,partial,61.8
TraesCS3D02G351400,3D,D,462454975,462455385,1,partial,62.29
TraesCS3D02G351500,3D,D,462790304,462790882,1,partial,51.3
TraesCS3D02G351600,3D,D,462811639,462817967,2,triad,44.72
TraesCS3D02G351700,3D,D,462837685,462839033,2,triad,62.71
TraesCS3D02G351800,3D,D,462845528,462847023,2,triad,56.95
TraesCS3D02G351900,3D,D,462849794,462853087,2,triad,56.41
TraesCS3D02G352000,3D,D,462860336,462864221,2,triad,41.95
TraesCS3D02G352100,3D,D,463080950,463083115,2,triad,58.59
TraesCS3D02G352200,3D,D,463176439,463177720,0,singleton,50.94
TraesCS3D02G352300,3D,D,463182802,463186569,0,singleton,42.38
TraesCS3D02G352400,3D,D,463189676,463192853,2,triad,56.92
TraesCS3D02G352500,3D,D,463197196,463199275,2,triad,52.07
TraesCS3D02G352600,3D,D,463227796,463230501,1,partial,53.66
TraesCS3D02G352700,3D,D,463378560,463381808,2,triad,48.97
TraesCS3D02G352800,3D,D,463526496,463528836,2,triad,41.39
TraesCS3D02G352900,3D,D,463533565,463539875,2,triad,43.04
TraesCS3D02G353000,3D,D,463679601,463680184,2,triad,64.21
TraesCS3D02G353100,3D,D,463805022,463806352,2,triad,63.41
TraesCS3D02G353200,3D,D,463810210,463811478,2,triad,72.34
TraesCS3D02G353300,3D,D,464040860,464045878,2,triad,43.49
TraesCS3D02G353400,3D,D,464047705,464051817,2,triad,48.21
TraesCS3D02G353500,3D,D,464161767,464168144,2,triad,42.61
TraesCS3D02G353600,3D,D,464309973,464311891,1,partial,51.37
TraesCS3D02G353700,3D,D,464316242,464317335,0,singleton,51.74
TraesCS3D02G353800,3D,D,464323662,464324848,1,partial,53.83
TraesCS3D02G353900,3D,D,464330793,464331960,2,triad,52.4
TraesCS3D02G354000,3D,D,464332228,464333724,1,partial,67.67
TraesCS3D02G354100,3D,D,464800459,464803585,2,triad,53.25
TraesCS3D02G354200,3D,D,464807517,464810615,2,triad,56.53
TraesCS3D02G354300,3D,D,465021572,465022939,2,triad,52.41
TraesCS3D02G354400,3D,D,465025574,465028121,2,triad,60.13
TraesCS3D02G354500,3D,D,465073388,465078108,2,triad,45.08
TraesCS3D02G354600,3D,D,465176691,465177429,1,partial,38.16
TraesCS3D02G354700,3D,D,465178116,465181904,2,triad,52.07
TraesCS3D02G354800,3D,D,465460681,465460932,2,triad,76.59
TraesCS3D02G354900,3D,D,465508988,465511589,2,triad,59.57
TraesCS3D02G355000,3D,D,466280723,466284126,0,singleton,45.53
TraesCS3D02G355100,3D,D,466284227,466291331,2,triad,43.93
TraesCS3D02G355200,3D,D,466676798,466680365,1,partial,57.17
TraesCS3D02G355300,3D,D,466753190,466755379,2,triad,64.34
TraesCS3D02G355400,3D,D,467279255,467289396,2,triad,43.31
TraesCS3D02G355500,3D,D,467318441,467319124,2,triad,72.51
TraesCS3D02G355600,3D,D,467351958,467354701,2,triad,45.59
TraesCS3D02G355700,3D,D,467473587,467475128,2,triad,71.98
TraesCS3D02G355800,3D,D,467473620,467475083,2,triad,72.4
TraesCS3D02G355900,3D,D,467748833,467750781,2,triad,64.44
TraesCS3D02G356000,3D,D,467766066,467771448,2,triad,42.62
TraesCS3D02G356100,3D,D,468643346,468643857,1,partial,45.51
TraesCS3D02G356200,3D,D,468647660,468649512,0,singleton,44.36
TraesCS3D02G356300,3D,D,468758349,468764821,2,triad,51.6
TraesCS3D02G356400,3D,D,468768063,468773747,2,triad,44.64
TraesCS3D02G356500,3D,D,468950328,468955000,2,triad,45.65
ENSRNA050020817,3D,D,468969023,468969224,0,singleton,50.99
ENSRNA050020816,3D,D,468973493,468973689,0,singleton,48.73
TraesCS3D02G356600,3D,D,468974856,468979744,2,triad,45.57
TraesCS3D02G356700,3D,D,469153150,469155455,2,triad,48.18
TraesCS3D02G356800,3D,D,469159192,469160234,1,partial,46.98
TraesCS3D02G356900,3D,D,469373681,469377910,2,triad,43.89
TraesCS3D02G357000,3D,D,469378453,469380509,2,triad,49.25
TraesCS3D02G357100,3D,D,469380511,469383112,2,triad,43.47
TraesCS3D02G357200,3D,D,469479590,469486268,2,triad,41.35
TraesCS3D02G357300,3D,D,469486735,469489188,2,triad,55.5
TraesCS3D02G357400,3D,D,470485929,470491323,2,triad,54.57
TraesCS3D02G357500,3D,D,470729048,470731701,2,triad,46.12
TraesCS3D02G357600,3D,D,470884937,470888582,2,triad,43.83
TraesCS3D02G357700,3D,D,470888835,470889215,2,triad,69.82
TraesCS3D02G357800,3D,D,470890002,470895583,0,singleton,55.88
TraesCS3D02G357900,3D,D,471078166,471078372,2,triad,63.77
TraesCS3D02G358000,3D,D,471265354,471267843,2,triad,60.68
TraesCS3D02G358100,3D,D,471418994,471423170,1,partial,45.85
TraesCS3D02G358200,3D,D,471582907,471587111,2,triad,44.16
TraesCS3D02G358300,3D,D,471772795,471776467,2,triad,48.9
TraesCS3D02G358400,3D,D,471966659,471970844,2,triad,46.8
TraesCS3D02G358500,3D,D,472113950,472117418,2,triad,55.75
TraesCS3D02G358600,3D,D,472195813,472198328,2,triad,56.56
TraesCS3D02G358700,3D,D,472202874,472203918,2,triad,63.73
TraesCS3D02G358800,3D,D,472399800,472404989,2,triad,46.45
TraesCS3D02G358900,3D,D,472402629,472406385,2,triad,47.35
TraesCS3D02G359000,3D,D,472440254,472446271,2,triad,41.13
TraesCS3D02G359100,3D,D,472941955,472943166,2,triad,66.5
TraesCS3D02G359200,3D,D,472945684,472951448,1,partial,42.03
TraesCS3D02G359300,3D,D,473436449,473442948,2,triad,41.95
TraesCS3D02G359400,3D,D,473455183,473458134,2,triad,45.53
TraesCS3D02G359500,3D,D,473459050,473462804,2,triad,44.85
TraesCS3D02G359600,3D,D,473468809,473469286,1,partial,60.25
TraesCS3D02G359700,3D,D,473482307,473484319,2,triad,71.54
TraesCS3D02G359800,3D,D,473483008,473483313,1,partial,65.36
TraesCS3D02G359900,3D,D,473609204,473612823,2,triad,53.45
TraesCS3D02G360000,3D,D,473614811,473620418,2,triad,44.92
TraesCS3D02G360100,3D,D,473746178,473750867,2,triad,42.13
TraesCS3D02G360200,3D,D,473821705,473831312,2,triad,45.51
TraesCS3D02G360300,3D,D,473829708,473830904,2,triad,46.53
TraesCS3D02G360400,3D,D,474117918,474121550,2,triad,51.03
TraesCS3D02G360500,3D,D,474215285,474216874,2,triad,63.96
TraesCS3D02G360700,3D,D,474427745,474430419,2,triad,48.49
TraesCS3D02G360800,3D,D,474432325,474434001,2,triad,60.64
TraesCS3D02G360900,3D,D,474450607,474452547,2,triad,67.18
TraesCS3D02G361000,3D,D,474547839,474548246,2,triad,69.12
TraesCS3D02G361100,3D,D,474614857,474615873,2,triad,59.78
TraesCS3D02G361200,3D,D,474654689,474656317,2,triad,68.45
TraesCS3D02G361300,3D,D,474817694,474821914,2,triad,53.45
TraesCS3D02G361400,3D,D,475107081,475107629,1,partial,50.64
TraesCS3D02G361500,3D,D,475121723,475124337,2,triad,65.05
TraesCS3D02G361600,3D,D,475442542,475444998,2,triad,52.71
TraesCS3D02G361700,3D,D,475588022,475591029,1,partial,50.5
TraesCS3D02G361800,3D,D,475880623,475882548,2,triad,63.76
TraesCS3D02G362000,3D,D,476195522,476200024,2,triad,43.53
TraesCS3D02G362100,3D,D,476550285,476555726,2,triad,54.61
TraesCS3D02G362200,3D,D,476558088,476564207,2,triad,44.77
TraesCS3D02G362300,3D,D,476600221,476610602,2,triad,40.56
TraesCS3D02G362400,3D,D,476981869,476994063,2,triad,44.95
TraesCS3D02G362500,3D,D,477007796,477008454,2,triad,59.33
TraesCS3D02G362600,3D,D,477009979,477012407,2,triad,43.97
TraesCS3D02G362700,3D,D,477012816,477027398,2,triad,44.58
TraesCS3D02G362800,3D,D,477243783,477245760,2,triad,57.18
TraesCS3D02G362900,3D,D,477246552,477256073,2,triad,40.56
TraesCS3D02G363000,3D,D,477408606,477409970,2,triad,60.81
TraesCS3D02G363100,3D,D,477448502,477453855,2,triad,41.55
TraesCS3D02G363200,3D,D,477557090,477562972,2,triad,58.66
TraesCS3D02G363300,3D,D,477630265,477632919,2,triad,46.62
TraesCS3D02G363400,3D,D,477834191,477835761,1,partial,61.3
TraesCS3D02G363500,3D,D,477843422,477846400,2,triad,49.65
TraesCS3D02G363600,3D,D,477874223,477880472,2,triad,46.03
TraesCS3D02G363700,3D,D,477881426,477884246,2,triad,61.89
TraesCS3D02G363800,3D,D,477884934,477889539,2,triad,44.36
TraesCS3D02G363900,3D,D,477892286,477893956,2,triad,53.86
TraesCS3D02G364000,3D,D,477895788,477898692,2,triad,44.06
TraesCS3D02G364100,3D,D,477900768,477903817,2,triad,45.97
TraesCS3D02G364200,3D,D,477903918,477913709,2,triad,41.16
TraesCS3D02G364300,3D,D,478060095,478062284,2,triad,65.16
ENSRNA050021664,3D,D,478130084,478130386,0,singleton,59.74
TraesCS3D02G364400,3D,D,478132358,478136814,2,triad,43.83
TraesCS3D02G364500,3D,D,478356151,478359773,2,triad,44.58
TraesCS3D02G364600,3D,D,478528381,478530034,2,triad,67.53
TraesCS3D02G364700,3D,D,478537875,478540110,1,partial,55.5
TraesCS3D02G364800,3D,D,478652452,478655098,2,triad,53.04
TraesCS3D02G364900,3D,D,478738607,478740450,2,triad,55.26
TraesCS3D02G365000,3D,D,479448572,479452313,2,triad,49.71
TraesCS3D02G365100,3D,D,479607861,479611779,2,triad,45.57
TraesCS3D02G365200,3D,D,479612897,479620687,2,triad,51.92
TraesCS3D02G365300,3D,D,479623717,479624004,1,partial,57.29
TraesCS3D02G365400,3D,D,479625236,479630901,2,triad,42.02
TraesCS3D02G365500,3D,D,479913145,479914658,0,singleton,56.08
TraesCS3D02G365600,3D,D,480117089,480120243,2,triad,42.88
TraesCS3D02G365700,3D,D,480120555,480121436,2,triad,63.72
TraesCS3D02G365800,3D,D,480125314,480126207,2,triad,61.3
TraesCS3D02G365900,3D,D,480149003,480150038,2,triad,59.65
TraesCS3D02G366000,3D,D,480358010,480358903,2,triad,60.29
TraesCS3D02G366100,3D,D,480375821,480376714,2,triad,61.3
TraesCS3D02G366200,3D,D,480377992,480385712,0,singleton,42.31
TraesCS3D02G366300,3D,D,480417788,480420834,1,partial,44.27
TraesCS3D02G366400,3D,D,480836933,480838229,2,triad,58.75
TraesCS3D02G366500,3D,D,480842368,480843288,2,triad,69.38
TraesCS3D02G366600,3D,D,480849878,480850701,2,triad,63.11
ENSRNA050008385,3D,D,480850715,480850794,0,singleton,56.25
TraesCS3D02G366700,3D,D,480967652,480973478,2,triad,54.04
TraesCS3D02G366800,3D,D,481064700,481066394,2,triad,63.83
TraesCS3D02G366900,3D,D,481069662,481070315,2,triad,60.7
ENSRNA050008439,3D,D,481214645,481214716,0,singleton,61.11
TraesCS3D02G367000,3D,D,481276658,481278619,1,partial,62.84
TraesCS3D02G367100,3D,D,481290447,481292048,2,triad,64.73
TraesCS3D02G367200,3D,D,481391717,481393498,1,partial,62.4
TraesCS3D02G367400,3D,D,481509164,481512059,2,triad,45.68
ENSRNA050008437,3D,D,481512183,481512262,0,singleton,57.5
TraesCS3D02G367500,3D,D,481515228,481516831,2,triad,63.72
TraesCS3D02G367600,3D,D,481526597,481528206,2,triad,50.56
TraesCS3D02G367700,3D,D,481527675,481532302,2,triad,40.9
TraesCS3D02G367800,3D,D,481534264,481536976,2,triad,51.57
TraesCS3D02G367900,3D,D,481577468,481579149,2,triad,54.58
TraesCS3D02G368000,3D,D,481701876,481703386,2,triad,62.87
TraesCS3D02G368100,3D,D,481703950,481706187,2,triad,49.37
TraesCS3D02G368200,3D,D,481711082,481711462,2,triad,75.33
TraesCS3D02G368300,3D,D,481714774,481716974,2,triad,45.98
TraesCS3D02G368400,3D,D,481731485,481732456,2,triad,66.67
TraesCS3D02G368500,3D,D,481739214,481740483,2,triad,63.7
TraesCS3D02G368600,3D,D,481878036,481878479,2,triad,70.5
TraesCS3D02G368700,3D,D,481908948,481926630,0,singleton,44.06
TraesCS3D02G368800,3D,D,482183567,482184765,1,partial,59.88
TraesCS3D02G368900,3D,D,482189876,482191120,2,triad,62.81
TraesCS3D02G369000,3D,D,482198232,482198900,1,partial,71.15
TraesCS3D02G369100,3D,D,482199428,482205450,2,triad,42.19
TraesCS3D02G369200,3D,D,482227897,482231957,2,triad,42.67
TraesCS3D02G369300,3D,D,482247063,482253793,1,partial,38.06
TraesCS3D02G369400,3D,D,482261737,482263170,2,triad,69.94
TraesCS3D02G369500,3D,D,482489135,482490638,1,partial,66.02
TraesCS3D02G369600,3D,D,482501276,482502264,2,triad,61.48
TraesCS3D02G369700,3D,D,482588068,482591015,1,partial,50.61
TraesCS3D02G369800,3D,D,482595695,482596844,2,triad,57.91
TraesCS3D02G369900,3D,D,482597141,482604630,0,singleton,39.36
TraesCS3D02G370000,3D,D,482606730,482608275,2,triad,68.82
TraesCS3D02G370100,3D,D,483176431,483177426,2,triad,66.47
TraesCS3D02G370200,3D,D,483352008,483352968,2,triad,61.81
TraesCS3D02G370300,3D,D,484093036,484094258,2,triad,38.18
TraesCS3D02G370400,3D,D,484286614,484289178,2,triad,54.39
TraesCS3D02G370500,3D,D,484339779,484340189,1,partial,68.86
TraesCS3D02G370600,3D,D,484340887,484344540,2,triad,42.26
TraesCS3D02G370700,3D,D,484345504,484348010,2,triad,49.22
TraesCS3D02G370800,3D,D,484625829,484630047,2,triad,42.21
TraesCS3D02G370900,3D,D,484672798,484675838,1,partial,44.92
TraesCS3D02G371000,3D,D,484726152,484727677,0,singleton,50.59
TraesCS3D02G371100,3D,D,484729348,484730511,2,triad,64.09
TraesCS3D02G371200,3D,D,484734447,484735451,1,partial,58.11
TraesCS3D02G371300,3D,D,484805062,484806044,2,triad,59.72
TraesCS3D02G371400,3D,D,484808268,484809063,1,partial,57.41
TraesCS3D02G371500,3D,D,484809391,484811412,1,partial,44.07
TraesCS3D02G371600,3D,D,484820084,484823671,2,triad,51.7
TraesCS3D02G371700,3D,D,484828128,484828833,2,triad,57.65
TraesCS3D02G371800,3D,D,485063325,485067757,2,triad,43.09
TraesCS3D02G371900,3D,D,485069390,485072293,2,triad,50.62
TraesCS3D02G372000,3D,D,485140486,485141613,1,partial,66.76
TraesCS3D02G372200,3D,D,485187389,485204618,2,triad,46.09
TraesCS3D02G372300,3D,D,485231051,485232512,2,triad,56.22
TraesCS3D02G372400,3D,D,485231736,485232119,1,partial,66.15
TraesCS3D02G372500,3D,D,485357700,485360702,2,triad,46.52
TraesCS3D02G372600,3D,D,485361010,485362432,2,triad,68.45
ENSRNA050021643,3D,D,485939952,485940042,0,singleton,36.26
TraesCS3D02G372700,3D,D,486037117,486040928,2,triad,40.16
TraesCS3D02G372800,3D,D,486042529,486046489,2,triad,44.79
TraesCS3D02G372900,3D,D,486049480,486052634,0,singleton,56.29
ENSRNA050008392,3D,D,486141857,486141928,0,singleton,54.17
ENSRNA050008394,3D,D,486143842,486143913,0,singleton,54.17
ENSRNA050008396,3D,D,486144863,486144934,0,singleton,52.78
ENSRNA050008398,3D,D,486145839,486145910,0,singleton,54.17
TraesCS3D02G373000,3D,D,486146555,486146914,2,triad,59.44
ENSRNA050008399,3D,D,486148870,486148941,0,singleton,54.17
ENSRNA050008401,3D,D,486149765,486149836,0,singleton,52.78
ENSRNA050008403,3D,D,486151117,486151188,0,singleton,54.17
ENSRNA050008405,3D,D,486155177,486155248,0,singleton,52.78
ENSRNA050008407,3D,D,486156186,486156257,0,singleton,51.39
TraesCS3D02G373100,3D,D,486681677,486681940,0,singleton,48.86
TraesCS3D02G373200,3D,D,486736268,486744637,1,partial,39.9
TraesCS3D02G373300,3D,D,486777279,486786974,2,triad,41.55
TraesCS3D02G373400,3D,D,487118335,487120632,2,triad,64.49
TraesCS3D02G373500,3D,D,487122688,487147516,2,triad,48.9
TraesCS3D02G373600,3D,D,487222616,487225131,2,triad,51.95
TraesCS3D02G373700,3D,D,487226532,487231693,2,triad,42.66
TraesCS3D02G373800,3D,D,487231629,487246493,2,triad,39.96
TraesCS3D02G373900,3D,D,487375898,487377450,0,singleton,64.71
TraesCS3D02G374000,3D,D,487392258,487396436,2,triad,43.69
TraesCS3D02G374100,3D,D,487396615,487410236,2,triad,39.98
ENSRNA050008434,3D,D,487399335,487399406,0,singleton,52.78
ENSRNA050008432,3D,D,487400826,487400897,0,singleton,52.78
ENSRNA050008430,3D,D,487401851,487401922,0,singleton,54.17
ENSRNA050008428,3D,D,487403328,487403399,0,singleton,54.17
ENSRNA050008427,3D,D,487404171,487404242,0,singleton,52.78
ENSRNA050008424,3D,D,487405152,487405223,0,singleton,54.17
ENSRNA050008422,3D,D,487406647,487406718,0,singleton,52.78
ENSRNA050008421,3D,D,487407916,487407987,0,singleton,52.78
ENSRNA050008419,3D,D,487409539,487409610,0,singleton,54.17
ENSRNA050008418,3D,D,487410831,487410902,0,singleton,54.17
ENSRNA050008416,3D,D,487410971,487411042,0,singleton,54.17
TraesCS3D02G374200,3D,D,487411816,487415317,2,triad,52.4
TraesCS3D02G374300,3D,D,487807055,487811579,2,triad,45.06
TraesCS3D02G374400,3D,D,487812094,487817045,2,triad,47.46
TraesCS3D02G374500,3D,D,488055372,488057375,2,triad,64.42
TraesCS3D02G374600,3D,D,488059766,488061078,2,triad,60.85
TraesCS3D02G374700,3D,D,488109303,488115295,2,triad,39.01
TraesCS3D02G374800,3D,D,488117817,488119292,2,triad,65.92
TraesCS3D02G374900,3D,D,488267749,488274438,2,triad,43.12
TraesCS3D02G375000,3D,D,488383003,488385355,2,triad,50.74
TraesCS3D02G375100,3D,D,488386004,488387714,2,triad,40.21
TraesCS3D02G375200,3D,D,488573342,488575462,1,partial,58.7
TraesCS3D02G375300,3D,D,488581066,488584307,1,partial,46.64
TraesCS3D02G375400,3D,D,488864071,488868344,1,partial,45.67
TraesCS3D02G375500,3D,D,488872559,488875577,1,partial,54.82
TraesCS3D02G375600,3D,D,488888267,488891488,2,triad,54.07
TraesCS3D02G375700,3D,D,488893712,488896141,2,triad,58.6
TraesCS3D02G375800,3D,D,488902431,488905014,2,triad,59.33
TraesCS3D02G375900,3D,D,488949722,488952613,2,triad,61.79
TraesCS3D02G376000,3D,D,489409489,489413621,1,partial,48.85
TraesCS3D02G376100,3D,D,489544517,489552997,2,triad,41.22
TraesCS3D02G376200,3D,D,489618298,489620394,2,triad,60.32
TraesCS3D02G376300,3D,D,489645152,489646680,2,triad,62.92
TraesCS3D02G376400,3D,D,489744723,489746520,1,partial,63.4
TraesCS3D02G376500,3D,D,490239939,490244096,2,triad,45.84
TraesCS3D02G376600,3D,D,490303896,490305542,2,triad,71.34
TraesCS3D02G376700,3D,D,490834190,490836906,2,triad,50.72
TraesCS3D02G376800,3D,D,490837753,490846191,2,triad,43.79
TraesCS3D02G376900,3D,D,491432077,491432603,0,singleton,41.56
TraesCS3D02G377000,3D,D,491618115,491618855,0,singleton,60.73
TraesCS3D02G377100,3D,D,491957808,491965421,2,triad,42.06
TraesCS3D02G377200,3D,D,492000699,492004808,2,triad,45.72
TraesCS3D02G377300,3D,D,492131279,492132564,2,triad,62.75
TraesCS3D02G377400,3D,D,494652909,494654870,1,partial,58.92
TraesCS3D02G377500,3D,D,495166253,495166600,2,triad,55.75
TraesCS3D02G377600,3D,D,495233618,495234673,2,triad,50.57
