chromosome,genome,window_start_bp,window_end_bp,n_genes,fractionation_rate,mean_gc_content,n_records,n_distinct_studies,n_trait_categories,trait_shannon_entropy,records_per_gene,studies_per_gene
4A,A,20000000,30000000,98,0.1939,53.655,41,15,6,1.1327,0.41837,0.15306
4A,A,30000000,40000000,139,0.2878,48.878,8,4,2,0.8113,0.05755,0.02878
4A,A,40000000,50000000,101,0.1188,50.129,33,14,5,1.261,0.32673,0.13861
4A,A,50000000,60000000,44,0.0909,51.355,2,2,1,0.0,0.04545,0.04545
4A,A,60000000,70000000,94,0.1809,52.015,18,7,5,1.9477,0.19149,0.07447
4A,A,70000000,80000000,65,0.1385,49.248,14,6,5,1.9852,0.21538,0.09231
4A,A,80000000,90000000,63,0.0794,51.684,21,8,4,1.6645,0.33333,0.12698
4A,A,90000000,100000000,70,0.1143,51.57,8,3,4,1.5488,0.11429,0.04286
4A,A,100000000,110000000,56,0.0179,50.876,15,7,4,1.4256,0.26786,0.125
4A,A,110000000,120000000,74,0.0811,51.922,21,6,3,0.8929,0.28378,0.08108
4A,A,120000000,130000000,33,0.0909,49.259,21,3,2,0.2762,0.63636,0.09091
4A,A,130000000,140000000,61,0.082,50.094,15,4,3,0.6998,0.2459,0.06557
4A,A,140000000,150000000,60,0.1167,51.528,6,2,2,0.9183,0.1,0.03333
4A,A,150000000,160000000,36,0.0278,50.774,17,3,3,0.6402,0.47222,0.08333
4A,A,160000000,170000000,41,0.0488,50.72,5,5,1,0.0,0.12195,0.12195
4A,A,170000000,180000000,36,0.0833,48.229,21,6,4,0.8181,0.58333,0.16667
4A,A,180000000,190000000,27,0.1481,48.531,2,2,1,0.0,0.07407,0.07407
4A,A,190000000,200000000,16,0.1875,51.082,3,2,3,1.585,0.1875,0.125
4A,A,200000000,210000000,16,0.5,50.954,1,1,1,0.0,0.0625,0.0625
4A,A,210000000,220000000,22,0.2273,45.628,2,1,2,1.0,0.09091,0.04545
4A,A,220000000,230000000,10,0.3,46.515,0,0,0,0.0,0.0,0.0
4A,A,230000000,240000000,13,0.1538,47.873,6,3,3,1.2516,0.46154,0.23077
4A,A,240000000,250000000,17,0.2353,46.272,2,1,2,1.0,0.11765,0.05882
4A,A,250000000,260000000,15,0.2,49.959,1,0,1,0.0,0.06667,0.0
4A,A,260000000,270000000,5,0.8,51.354,1,1,1,0.0,0.2,0.2
4A,A,270000000,280000000,10,0.3,48.525,8,5,5,2.25,0.8,0.5
4A,A,280000000,290000000,10,0.1,44.267,1,0,1,0.0,0.1,0.0
4A,A,290000000,300000000,13,0.2308,44.965,2,1,2,1.0,0.15385,0.07692
4A,A,300000000,310000000,30,0.4667,41.072,0,0,0,0.0,0.0,0.0
4A,A,310000000,320000000,36,0.3889,42.886,4,1,1,0.0,0.11111,0.02778
4A,A,320000000,330000000,16,0.125,47.628,3,2,2,0.9183,0.1875,0.125
4A,A,330000000,340000000,6,0.3333,45.412,3,1,1,0.0,0.5,0.16667
4A,A,340000000,350000000,18,0.2778,45.317,1,0,1,0.0,0.05556,0.0
4A,A,350000000,360000000,16,0.4375,46.567,3,1,1,0.0,0.1875,0.0625
4A,A,360000000,370000000,8,0.25,45.68,2,1,1,0.0,0.25,0.125
4A,A,370000000,380000000,8,0.125,46.148,2,2,2,1.0,0.25,0.25
4A,A,380000000,390000000,10,0.2,45.512,2,1,1,0.0,0.2,0.1
4A,A,390000000,400000000,7,0.2857,48.323,2,2,2,1.0,0.28571,0.28571
4A,A,400000000,410000000,12,0.5833,43.432,0,0,0,0.0,0.0,0.0
4A,A,410000000,420000000,12,0.0,46.416,1,1,1,0.0,0.08333,0.08333
4A,A,420000000,430000000,18,0.1111,47.986,1,0,1,0.0,0.05556,0.0
4A,A,430000000,440000000,25,0.28,49.208,4,2,2,0.8113,0.16,0.08
4A,A,440000000,450000000,48,0.1458,52.363,1,1,1,0.0,0.02083,0.02083
4A,A,450000000,460000000,48,0.1042,51.868,3,1,2,0.9183,0.0625,0.02083
4A,A,460000000,470000000,79,0.0633,50.163,19,7,2,0.2975,0.24051,0.08861
4A,A,470000000,480000000,63,0.1111,50.313,16,9,3,0.8684,0.25397,0.14286
4A,A,480000000,490000000,37,0.1351,53.193,21,3,2,0.4537,0.56757,0.08108
4A,A,490000000,500000000,52,0.0962,49.242,22,1,2,0.684,0.42308,0.01923
4A,A,500000000,510000000,59,0.1017,51.624,14,5,3,0.7345,0.23729,0.08475
4A,A,510000000,520000000,57,0.1754,52.033,6,6,3,1.2516,0.10526,0.10526
4A,A,520000000,530000000,41,0.1951,50.238,1,1,1,0.0,0.02439,0.02439
4A,A,530000000,540000000,77,0.1039,50.605,12,6,4,1.7296,0.15584,0.07792
4A,A,540000000,550000000,95,0.0632,50.502,6,3,3,1.4591,0.06316,0.03158
4A,A,550000000,560000000,95,0.2316,50.767,9,5,4,1.6577,0.09474,0.05263
4A,A,560000000,570000000,82,0.122,52.42,25,10,4,0.7196,0.30488,0.12195
4A,A,570000000,580000000,106,0.1038,50.893,25,10,4,0.8743,0.23585,0.09434
4A,A,580000000,590000000,147,0.1293,50.385,33,11,6,1.8208,0.22449,0.07483
4A,A,590000000,600000000,231,0.1342,52.066,32,14,7,2.1761,0.13853,0.06061
4A,A,600000000,610000000,174,0.2184,51.442,82,20,6,1.4614,0.47126,0.11494
4A,A,610000000,620000000,161,0.1801,48.695,57,21,7,1.6129,0.35404,0.13043
4A,A,620000000,630000000,333,0.5495,48.807,31,12,6,1.8101,0.09309,0.03604
4A,A,630000000,640000000,107,0.2243,50.779,127,14,6,1.5238,1.18692,0.13084
4A,A,640000000,650000000,85,0.2824,52.219,15,7,2,0.3534,0.17647,0.08235
4A,A,650000000,660000000,65,0.3077,50.312,14,2,3,0.7345,0.21538,0.03077
4A,A,660000000,670000000,130,0.3846,51.132,34,9,6,1.4759,0.26154,0.06923
4A,A,670000000,680000000,125,0.424,52.249,7,2,3,1.1488,0.056,0.016
4A,A,680000000,690000000,125,0.184,55.167,29,11,5,1.5661,0.232,0.088
4A,A,690000000,700000000,99,0.4242,51.669,8,4,3,1.0613,0.08081,0.0404
4A,A,700000000,710000000,129,0.4496,52.628,43,17,7,1.6032,0.33333,0.13178
4A,A,710000000,720000000,143,0.5035,49.807,54,19,5,1.6122,0.37762,0.13287
4A,A,720000000,730000000,120,0.4833,49.469,19,11,6,2.1406,0.15833,0.09167
4A,A,730000000,740000000,216,0.5972,49.427,78,19,5,1.1908,0.36111,0.08796
4A,A,740000000,750000000,118,0.4576,47.71,15,10,3,1.371,0.12712,0.08475
4B,B,0,10000000,151,0.2384,50.917,76,32,7,1.7667,0.50331,0.21192
4B,B,10000000,20000000,126,0.1905,52.18,111,23,7,0.9958,0.88095,0.18254
4B,B,20000000,30000000,162,0.1235,50.884,71,15,4,1.3227,0.43827,0.09259
4B,B,30000000,40000000,87,0.0805,51.45,777,10,4,0.1775,8.93103,0.11494
4B,B,40000000,50000000,76,0.0658,50.223,28,9,3,0.7345,0.36842,0.11842
4B,B,50000000,60000000,79,0.1519,52.861,17,8,5,1.6137,0.21519,0.10127
4B,B,60000000,70000000,73,0.0822,51.428,57,5,4,1.0214,0.78082,0.06849
4B,B,70000000,80000000,73,0.137,50.11,23,7,2,0.258,0.31507,0.09589
4B,B,80000000,90000000,73,0.1233,48.302,9,5,5,1.88,0.12329,0.06849
4B,B,90000000,100000000,77,0.1948,51.048,12,7,2,0.9799,0.15584,0.09091
4B,B,100000000,110000000,77,0.1429,51.101,8,4,2,1.0,0.1039,0.05195
4B,B,110000000,120000000,50,0.1,50.327,3,1,1,0.0,0.06,0.02
4B,B,120000000,130000000,55,0.1818,49.603,3,1,2,0.9183,0.05455,0.01818
4B,B,130000000,140000000,55,0.1091,53.15,6,1,2,0.65,0.10909,0.01818
4B,B,140000000,150000000,52,0.1731,50.646,6,4,3,1.2516,0.11538,0.07692
4B,B,150000000,160000000,18,0.4444,44.052,3,2,1,0.0,0.16667,0.11111
4B,B,160000000,170000000,37,0.0541,51.678,8,4,4,1.5488,0.21622,0.10811
4B,B,170000000,180000000,63,0.0635,50.215,20,5,2,0.469,0.31746,0.07937
4B,B,180000000,190000000,66,0.0909,51.209,6,2,2,1.0,0.09091,0.0303
4B,B,190000000,200000000,14,0.0714,49.341,0,0,0,0.0,0.0,0.0
4B,B,200000000,210000000,32,0.3125,44.753,3,2,1,0.0,0.09375,0.0625
4B,B,210000000,220000000,13,0.3846,45.077,2,2,1,0.0,0.15385,0.15385
4B,B,220000000,230000000,11,0.4545,50.513,4,2,1,0.0,0.36364,0.18182
4B,B,230000000,240000000,12,0.4167,43.379,0,0,0,0.0,0.0,0.0
4B,B,240000000,250000000,10,0.3,46.154,4,1,1,0.0,0.4,0.1
4B,B,250000000,260000000,10,0.1,44.9,0,0,0,0.0,0.0,0.0
4B,B,260000000,270000000,7,0.1429,46.546,3,1,1,0.0,0.42857,0.14286
4B,B,270000000,280000000,17,0.0,46.257,1,1,1,0.0,0.05882,0.05882
4B,B,280000000,290000000,8,0.0,48.441,0,0,0,0.0,0.0,0.0
4B,B,290000000,300000000,10,0.1,45.473,1,0,1,0.0,0.1,0.0
4B,B,300000000,310000000,19,0.1579,40.557,3,3,2,0.9183,0.15789,0.15789
4B,B,310000000,320000000,19,0.1579,47.657,0,0,0,0.0,0.0,0.0
4B,B,320000000,330000000,14,0.1429,47.044,0,0,0,0.0,0.0,0.0
4B,B,330000000,340000000,11,0.2727,49.744,1,1,1,0.0,0.09091,0.09091
4B,B,340000000,350000000,15,0.2667,44.629,1,1,1,0.0,0.06667,0.06667
4B,B,350000000,360000000,10,0.2,44.031,4,3,2,0.8113,0.4,0.3
4B,B,360000000,370000000,30,0.1667,47.164,5,3,2,0.7219,0.16667,0.1
4B,B,370000000,380000000,40,0.05,47.856,7,3,2,0.8631,0.175,0.075
4B,B,380000000,390000000,46,0.0435,50.813,2,2,2,1.0,0.04348,0.04348
4B,B,390000000,400000000,43,0.0698,47.935,0,0,0,0.0,0.0,0.0
4B,B,400000000,410000000,61,0.1639,53.549,18,5,3,0.6144,0.29508,0.08197
4B,B,410000000,420000000,67,0.1194,51.055,12,7,5,1.7807,0.1791,0.10448
4B,B,420000000,430000000,59,0.0847,48.032,10,4,2,0.469,0.16949,0.0678
4B,B,430000000,440000000,52,0.0769,51.779,4,1,2,1.0,0.07692,0.01923
4B,B,440000000,450000000,46,0.0217,50.822,12,4,3,1.5546,0.26087,0.08696
4B,B,450000000,460000000,63,0.1111,50.28,1,1,1,0.0,0.01587,0.01587
4B,B,460000000,470000000,61,0.0328,51.209,0,0,0,0.0,0.0,0.0
4B,B,470000000,480000000,43,0.0233,52.072,0,0,0,0.0,0.0,0.0
4B,B,480000000,490000000,58,0.0862,51.017,46,8,3,0.4968,0.7931,0.13793
4B,B,490000000,500000000,64,0.2344,50.139,11,6,3,0.8659,0.17188,0.09375
4B,B,500000000,510000000,46,0.087,50.363,4,2,2,0.8113,0.08696,0.04348
4B,B,510000000,520000000,88,0.1023,50.284,19,1,1,0.0,0.21591,0.01136
4B,B,520000000,530000000,69,0.1594,49.849,115,9,5,0.486,1.66667,0.13043
4B,B,530000000,540000000,77,0.3636,48.832,48,7,4,1.1111,0.62338,0.09091
4B,B,540000000,550000000,51,0.0392,52.694,19,7,3,1.0215,0.37255,0.13725
4B,B,550000000,560000000,54,0.2222,52.319,17,12,5,2.0216,0.31481,0.22222
4B,B,560000000,570000000,87,0.1839,52.771,12,7,3,1.1887,0.13793,0.08046
4B,B,570000000,580000000,81,0.1111,52.127,39,7,5,1.5236,0.48148,0.08642
4B,B,580000000,590000000,80,0.075,52.873,16,4,2,0.5436,0.2,0.05
4B,B,590000000,600000000,69,0.1884,54.557,22,14,4,1.4395,0.31884,0.2029
4B,B,600000000,610000000,100,0.11,53.923,49,13,5,1.6556,0.49,0.13
4B,B,610000000,620000000,97,0.1237,52.486,36,12,4,1.5675,0.37113,0.12371
4B,B,620000000,630000000,82,0.2195,51.9,14,4,3,0.9464,0.17073,0.04878
4B,B,630000000,640000000,90,0.1778,51.841,24,8,4,1.4083,0.26667,0.08889
4B,B,640000000,650000000,134,0.1418,52.297,35,16,3,1.0041,0.26119,0.1194
4B,B,650000000,660000000,171,0.2515,53.505,38,15,5,1.3476,0.22222,0.08772
4B,B,660000000,670000000,188,0.4468,51.071,55,30,7,2.0064,0.29255,0.15957
4B,B,670000000,680000000,40,0.375,52.915,9,7,2,0.5033,0.225,0.175
4D,D,0,10000000,247,0.1862,52.533,41,23,5,1.6196,0.16599,0.09312
4D,D,10000000,20000000,210,0.1381,49.97,67,16,6,1.4043,0.31905,0.07619
4D,D,20000000,30000000,97,0.134,51.073,26,7,5,1.6503,0.26804,0.07216
4D,D,30000000,40000000,108,0.1019,51.023,47,6,3,0.2964,0.43519,0.05556
4D,D,40000000,50000000,106,0.0849,50.052,29,7,2,0.7355,0.27358,0.06604
4D,D,50000000,60000000,96,0.1042,50.043,78,4,2,0.099,0.8125,0.04167
4D,D,60000000,70000000,88,0.0455,50.745,15,7,5,1.8228,0.17045,0.07955
4D,D,70000000,80000000,71,0.1549,51.858,36,3,3,0.3651,0.50704,0.04225
4D,D,80000000,90000000,83,0.1205,49.773,19,3,2,0.4855,0.22892,0.03614
4D,D,90000000,100000000,84,0.1548,51.72,13,4,2,0.7793,0.15476,0.04762
4D,D,100000000,110000000,74,0.1351,51.627,23,6,5,1.8079,0.31081,0.08108
4D,D,110000000,120000000,75,0.0,49.754,11,3,1,0.0,0.14667,0.04
4D,D,120000000,130000000,96,0.1667,50.608,5,2,2,0.7219,0.05208,0.02083
4D,D,130000000,140000000,48,0.2083,47.555,9,5,4,1.6577,0.1875,0.10417
4D,D,140000000,150000000,9,0.1111,47.817,5,4,2,0.971,0.55556,0.44444
4D,D,150000000,160000000,10,0.1,51.604,0,0,0,0.0,0.0,0.0
4D,D,160000000,170000000,13,0.3077,43.525,6,5,3,1.2516,0.46154,0.38462
4D,D,170000000,180000000,17,0.2353,46.961,3,1,1,0.0,0.17647,0.05882
4D,D,180000000,190000000,8,0.0,45.919,3,2,1,0.0,0.375,0.25
4D,D,190000000,200000000,10,0.2,45.622,4,3,2,1.0,0.4,0.3
4D,D,200000000,210000000,22,0.3636,43.527,2,1,1,0.0,0.09091,0.04545
4D,D,210000000,220000000,16,0.0625,45.85,5,5,2,0.7219,0.3125,0.3125
4D,D,220000000,230000000,16,0.3125,45.669,3,2,2,0.9183,0.1875,0.125
4D,D,230000000,240000000,11,0.0,46.141,6,4,2,0.65,0.54545,0.36364
4D,D,240000000,250000000,28,0.4643,46.731,0,0,0,0.0,0.0,0.0
4D,D,250000000,260000000,12,0.0833,45.079,3,3,2,0.9183,0.25,0.25
4D,D,260000000,270000000,9,0.0,45.79,4,2,2,0.8113,0.44444,0.22222
4D,D,270000000,280000000,11,0.0,47.478,0,0,0,0.0,0.0,0.0
4D,D,280000000,290000000,13,0.1538,46.338,1,1,1,0.0,0.07692,0.07692
4D,D,290000000,300000000,50,0.14,48.296,7,4,4,1.8424,0.14,0.08
4D,D,300000000,310000000,61,0.0164,49.294,2,2,1,0.0,0.03279,0.03279
4D,D,310000000,320000000,44,0.0682,49.937,4,1,2,0.8113,0.09091,0.02273
4D,D,320000000,330000000,72,0.1111,52.152,3,3,1,0.0,0.04167,0.04167
4D,D,330000000,340000000,65,0.1077,51.006,51,5,3,0.2779,0.78462,0.07692
4D,D,340000000,350000000,75,0.08,48.9,5,3,2,0.7219,0.06667,0.04
4D,D,350000000,360000000,55,0.0727,51.573,3,2,1,0.0,0.05455,0.03636
4D,D,360000000,370000000,73,0.0137,50.995,7,5,4,1.6645,0.09589,0.06849
4D,D,370000000,380000000,65,0.0308,52.479,5,3,3,1.371,0.07692,0.04615
4D,D,380000000,390000000,74,0.1892,52.459,12,4,2,0.4138,0.16216,0.05405
4D,D,390000000,400000000,77,0.0779,51.125,14,1,1,0.0,0.18182,0.01299
4D,D,400000000,410000000,74,0.0811,51.459,0,0,0,0.0,0.0,0.0
4D,D,410000000,420000000,67,0.209,49.934,6,3,3,1.4591,0.08955,0.04478
4D,D,420000000,430000000,92,0.0978,50.263,7,3,1,0.0,0.07609,0.03261
4D,D,430000000,440000000,110,0.2727,50.41,4,4,1,0.0,0.03636,0.03636
4D,D,440000000,450000000,95,0.2105,54.161,4,2,2,0.8113,0.04211,0.02105
4D,D,450000000,460000000,110,0.1636,52.299,4,2,2,0.8113,0.03636,0.01818
4D,D,460000000,470000000,128,0.1016,53.166,8,3,3,1.2988,0.0625,0.02344
4D,D,470000000,480000000,128,0.1094,55.069,12,2,3,1.1887,0.09375,0.01562
4D,D,480000000,490000000,184,0.1033,52.869,57,12,5,0.7418,0.30978,0.06522
4D,D,490000000,500000000,129,0.1628,51.571,15,5,1,0.0,0.11628,0.03876
4D,D,500000000,510000000,223,0.1659,51.897,51,13,5,1.6277,0.2287,0.0583
5A,A,0,10000000,152,0.2237,49.94,121,31,6,1.626,0.79605,0.20395
5A,A,10000000,20000000,130,0.3692,49.069,54,19,6,1.296,0.41538,0.14615
5A,A,20000000,30000000,73,0.2055,53.655,34,9,4,1.1179,0.46575,0.12329
5A,A,30000000,40000000,110,0.2091,49.627,66,18,5,1.3669,0.6,0.16364
5A,A,40000000,50000000,103,0.2039,50.683,29,5,3,1.1243,0.28155,0.04854
5A,A,50000000,60000000,59,0.2373,50.142,20,10,4,1.0219,0.33898,0.16949
5A,A,60000000,70000000,951,0.959,52.221,18,6,4,1.3355,0.01893,0.00631
5A,A,70000000,80000000,64,0.2188,50.55,16,8,3,0.8684,0.25,0.125
5A,A,80000000,90000000,41,0.0976,49.292,6,5,3,1.4591,0.14634,0.12195
5A,A,90000000,100000000,47,0.1915,52.832,22,2,2,0.8454,0.46809,0.04255
5A,A,100000000,110000000,43,0.2326,49.676,13,6,4,1.5466,0.30233,0.13953
5A,A,110000000,120000000,59,0.2034,49.614,32,11,2,0.6962,0.54237,0.18644
5A,A,120000000,130000000,38,0.1053,46.65,2,2,2,1.0,0.05263,0.05263
5A,A,130000000,140000000,54,0.1667,50.411,13,2,2,0.3912,0.24074,0.03704
5A,A,140000000,150000000,30,0.2667,48.044,4,4,2,1.0,0.13333,0.13333
5A,A,150000000,160000000,19,0.3158,48.097,4,3,2,0.8113,0.21053,0.15789
5A,A,160000000,170000000,22,0.2273,46.551,1,1,1,0.0,0.04545,0.04545
5A,A,170000000,180000000,15,0.4,46.544,0,0,0,0.0,0.0,0.0
5A,A,180000000,190000000,8,0.0,48.114,1,1,1,0.0,0.125,0.125
5A,A,190000000,200000000,16,0.375,49.488,2,2,2,1.0,0.125,0.125
5A,A,200000000,210000000,9,0.2222,48.516,0,0,0,0.0,0.0,0.0
5A,A,210000000,220000000,22,0.1818,49.481,1,0,1,0.0,0.04545,0.0
5A,A,220000000,230000000,19,0.0,48.382,5,2,2,0.7219,0.26316,0.10526
5A,A,230000000,240000000,30,0.4,47.402,4,2,2,0.8113,0.13333,0.06667
5A,A,240000000,250000000,18,0.2778,50.793,2,1,1,0.0,0.11111,0.05556
5A,A,250000000,260000000,10,0.3,48.127,2,2,1,0.0,0.2,0.2
5A,A,260000000,270000000,25,0.24,49.727,16,5,2,0.3373,0.64,0.2
5A,A,270000000,280000000,30,0.0667,49.45,0,0,0,0.0,0.0,0.0
5A,A,280000000,290000000,25,0.08,51.191,2,2,2,1.0,0.08,0.08
5A,A,290000000,300000000,43,0.093,50.099,6,2,1,0.0,0.13953,0.04651
5A,A,300000000,310000000,44,0.2727,50.266,3,1,2,0.9183,0.06818,0.02273
5A,A,310000000,320000000,60,0.1167,49.301,2,1,2,1.0,0.03333,0.01667
5A,A,320000000,330000000,88,0.1705,50.546,10,4,3,1.4855,0.11364,0.04545
5A,A,330000000,340000000,66,0.1515,48.443,5,5,2,0.7219,0.07576,0.07576
5A,A,340000000,350000000,38,0.0789,48.931,1,1,1,0.0,0.02632,0.02632
5A,A,350000000,360000000,56,0.1071,48.806,6,2,2,0.9183,0.10714,0.03571
5A,A,360000000,370000000,66,0.0606,49.684,3,1,2,0.9183,0.04545,0.01515
5A,A,370000000,380000000,55,0.1273,48.695,1,1,1,0.0,0.01818,0.01818
5A,A,380000000,390000000,73,0.0685,50.487,25,8,5,1.3713,0.34247,0.10959
5A,A,390000000,400000000,79,0.1772,50.561,36,6,3,0.9763,0.4557,0.07595
5A,A,400000000,410000000,64,0.1562,51.205,11,4,1,0.0,0.17188,0.0625
5A,A,410000000,420000000,51,0.1176,51.214,33,12,4,1.2355,0.64706,0.23529
5A,A,420000000,430000000,69,0.1159,50.18,16,7,2,0.3373,0.23188,0.10145
5A,A,430000000,440000000,101,0.1683,52.453,22,12,6,2.2758,0.21782,0.11881
5A,A,440000000,450000000,90,0.1556,53.115,32,10,5,1.8785,0.35556,0.11111
5A,A,450000000,460000000,127,0.1024,55.467,28,9,3,0.7076,0.22047,0.07087
5A,A,460000000,470000000,72,0.0972,52.591,31,9,4,0.6121,0.43056,0.125
5A,A,470000000,480000000,156,0.1859,51.427,26,13,5,1.9878,0.16667,0.08333
5A,A,480000000,490000000,114,0.2281,50.851,39,11,5,1.4614,0.34211,0.09649
5A,A,490000000,500000000,100,0.18,51.014,10,5,4,1.7219,0.1,0.05
5A,A,500000000,510000000,105,0.1714,48.298,33,12,5,1.6898,0.31429,0.11429
5A,A,510000000,520000000,67,0.1045,52.946,46,11,6,1.0144,0.68657,0.16418
5A,A,520000000,530000000,125,0.144,55.398,30,9,5,1.9819,0.24,0.072
5A,A,530000000,540000000,109,0.2018,52.679,27,13,5,1.4414,0.24771,0.11927
5A,A,540000000,550000000,168,0.1607,53.222,37,13,4,1.4918,0.22024,0.07738
5A,A,550000000,560000000,103,0.1359,50.993,39,11,5,1.3631,0.37864,0.1068
5A,A,560000000,570000000,140,0.3286,50.525,88,14,7,1.3139,0.62857,0.1
5A,A,570000000,580000000,116,0.1121,52.957,51,18,7,1.7649,0.43966,0.15517
5A,A,580000000,590000000,131,0.1298,52.025,108,26,7,1.2487,0.82443,0.19847
5A,A,590000000,600000000,168,0.1369,52.052,117,18,7,0.9616,0.69643,0.10714
5A,A,600000000,610000000,153,0.2614,49.339,11,11,3,1.2407,0.0719,0.0719
5A,A,610000000,620000000,142,0.1338,53.139,55,16,6,1.8019,0.38732,0.11268
5A,A,620000000,630000000,98,0.1531,50.102,10,6,3,1.1568,0.10204,0.06122
5A,A,630000000,640000000,107,0.0935,51.564,13,11,4,1.5466,0.1215,0.1028
5A,A,640000000,650000000,154,0.1883,53.868,8,6,6,2.5,0.05195,0.03896
5A,A,650000000,660000000,182,0.2033,52.583,9,5,3,1.4355,0.04945,0.02747
5A,A,660000000,670000000,138,0.1159,52.823,17,11,4,1.4517,0.12319,0.07971
5A,A,670000000,680000000,120,0.1417,53.033,63,16,6,1.6297,0.525,0.13333
5A,A,680000000,690000000,157,0.2357,52.08,51,14,4,1.2733,0.32484,0.08917
5A,A,690000000,700000000,125,0.272,52.638,32,17,6,1.8674,0.256,0.136
5A,A,700000000,710000000,149,0.2483,52.216,90,17,7,1.6273,0.60403,0.11409
5B,B,0,10000000,99,0.2424,51.108,106,28,9,2.3452,1.07071,0.28283
5B,B,10000000,20000000,131,0.3359,49.705,56,28,6,2.0813,0.42748,0.21374
5B,B,20000000,30000000,90,0.1778,48.952,56,20,6,1.5862,0.62222,0.22222
5B,B,30000000,40000000,91,0.5165,48.079,46,10,7,2.0039,0.50549,0.10989
5B,B,40000000,50000000,80,0.1875,50.067,24,8,4,1.273,0.3,0.1
5B,B,50000000,60000000,102,0.1961,50.045,20,11,3,0.569,0.19608,0.10784
5B,B,60000000,70000000,72,0.1806,50.942,36,10,6,1.0253,0.5,0.13889
5B,B,70000000,80000000,89,0.3034,50.85,71,5,3,0.7254,0.79775,0.05618
5B,B,80000000,90000000,531,0.9153,51.993,131,7,3,0.3649,0.2467,0.01318
5B,B,90000000,100000000,52,0.0962,50.817,1,1,1,0.0,0.01923,0.01923
5B,B,100000000,110000000,58,0.2069,48.171,1,1,1,0.0,0.01724,0.01724
5B,B,110000000,120000000,54,0.1296,52.2,9,4,2,0.7642,0.16667,0.07407
5B,B,120000000,130000000,68,0.2059,48.139,20,9,3,1.1884,0.29412,0.13235
5B,B,130000000,140000000,72,0.1806,48.331,52,8,4,1.1845,0.72222,0.11111
5B,B,140000000,150000000,43,0.0233,47.742,6,5,3,1.4591,0.13953,0.11628
5B,B,150000000,160000000,14,0.2857,48.086,0,0,0,0.0,0.0,0.0
5B,B,160000000,170000000,16,0.1875,46.535,6,5,1,0.0,0.375,0.3125
5B,B,170000000,180000000,13,0.2308,45.283,16,5,2,0.3373,1.23077,0.38462
5B,B,180000000,190000000,17,0.2353,44.493,11,5,3,1.2407,0.64706,0.29412
5B,B,190000000,200000000,16,0.0625,48.453,4,2,1,0.0,0.25,0.125
5B,B,200000000,210000000,25,0.16,48.341,14,7,1,0.0,0.56,0.28
5B,B,210000000,220000000,35,0.0857,48.889,15,3,2,0.3534,0.42857,0.08571
5B,B,220000000,230000000,38,0.0263,49.503,97,5,2,0.0828,2.55263,0.13158
5B,B,230000000,240000000,35,0.1429,52.563,60,6,3,0.2442,1.71429,0.17143
5B,B,240000000,250000000,39,0.0513,49.474,47,8,3,0.4011,1.20513,0.20513
5B,B,250000000,260000000,41,0.0976,50.375,5,1,1,0.0,0.12195,0.02439
5B,B,260000000,270000000,52,0.1731,48.056,9,1,1,0.0,0.17308,0.01923
5B,B,270000000,280000000,83,0.1084,50.307,61,5,2,0.1207,0.73494,0.06024
5B,B,280000000,290000000,65,0.1077,47.648,24,6,2,0.5436,0.36923,0.09231
5B,B,290000000,300000000,54,0.0741,48.099,3,2,2,0.9183,0.05556,0.03704
5B,B,300000000,310000000,48,0.0208,47.883,0,0,0,0.0,0.0,0.0
5B,B,310000000,320000000,64,0.1406,49.882,16,5,3,1.1216,0.25,0.07812
5B,B,320000000,330000000,64,0.125,49.262,18,5,4,1.6337,0.28125,0.07812
5B,B,330000000,340000000,75,0.1333,50.534,6,5,2,0.65,0.08,0.06667
5B,B,340000000,350000000,59,0.1525,52.048,4,2,2,0.8113,0.0678,0.0339
5B,B,350000000,360000000,58,0.1552,51.213,30,5,1,0.0,0.51724,0.08621
5B,B,360000000,370000000,38,0.0789,50.006,25,2,1,0.0,0.65789,0.05263
5B,B,370000000,380000000,64,0.1562,50.294,6,5,5,2.2516,0.09375,0.07812
5B,B,380000000,390000000,64,0.1406,50.976,4,3,3,1.5,0.0625,0.04688
5B,B,390000000,400000000,81,0.1605,52.418,16,6,3,0.8684,0.19753,0.07407
5B,B,400000000,410000000,80,0.1625,51.598,63,9,3,0.7333,0.7875,0.1125
5B,B,410000000,420000000,76,0.0921,53.039,49,9,4,0.7986,0.64474,0.11842
5B,B,420000000,430000000,82,0.1463,53.016,31,14,4,1.3251,0.37805,0.17073
5B,B,430000000,440000000,98,0.1531,52.009,22,16,4,1.5829,0.22449,0.16327
5B,B,440000000,450000000,80,0.175,50.273,4,3,2,0.8113,0.05,0.0375
5B,B,450000000,460000000,87,0.092,50.85,27,15,5,1.3033,0.31034,0.17241
5B,B,460000000,470000000,101,0.1485,51.502,41,15,5,1.0839,0.40594,0.14851
5B,B,470000000,480000000,127,0.1811,48.723,41,14,7,2.202,0.32283,0.11024
5B,B,480000000,490000000,91,0.1868,52.897,42,18,5,1.4315,0.46154,0.1978
5B,B,490000000,500000000,115,0.1739,56.743,22,11,7,1.7047,0.1913,0.09565
5B,B,500000000,510000000,89,0.1685,51.553,15,5,4,1.5329,0.16854,0.05618
5B,B,510000000,520000000,112,0.1161,53.777,28,15,6,2.0108,0.25,0.13393
5B,B,520000000,530000000,120,0.2083,52.564,27,10,4,1.7346,0.225,0.08333
